rocktopus,-42.9171,-83.0433
Share the Road ,- Welsh Cob-42.970417,-83.16605
GOAC ,- 115-42.9490666666667,-83.0467666666667
OCPAT ,- Multi Madness #099-42.873767,-83.1338
LCPAT Davis Lake,-42.9843166666667,-83.1129833333333
Chimichanga Boondoggle,-42.917333,-83.041833
GOAC ,- 128-42.9631833333333,-83.0569833333333
Share the Road ,- Hackney Pony-42.9721,-83.166133
Doc's Cabin,-42.88088,-83.16004
GOAC ,- 123-42.9535166666667,-83.04685
OCPAT ,- Multi Madness #098-42.872083,-83.134833
LCPAT Davison Lake,-42.9857833333333,-83.1122666666667
GOAC ,- 127-42.9633833333333,-83.0544
LM ,- Almont's Tollhouse-42.905683,-83.043833
Share the Road ,- Percheron-42.958533,-83.185117
Share the Road ,- Natural Beauty-42.974083,-83.166483
LCPAT Dipper Lake,-42.9873,-83.11155
OCPAT ,- Multi Madness #097-42.870433,-83.1359
GOAC ,- 126-42.9636333333333,-83.0502166666667
LCPAT Dollar Lake,-42.988667,-83.110467
SQ ,- Ferguson-42.93605,-83.034783
GOAC ,- 122-42.9397833333333,-83.0354166666666
OCPAT ,- Multi Madness #096-42.868817,-83.136867
GOAC ,- 121-42.9414,-83.0356166666667
GOAC ,- 124-42.9617166666667,-83.04735
GOAC ,- 120-42.9431,-83.0359
GOAC ,- 125-42.9637,-83.0476833333334
LCPAT Duperow Lake,-42.9901666666667,-83.1091666666667
Share the Road ,- Lipizzaner-42.965917,-83.185483
Troll the Dog,-42.989783,-83.134167
OCPAT ,- Multi Madness #095-42.867083,-83.138017
Cottage geocache,-42.9325,-83.2032833333333
GOAC ,- 129-42.9653,-83.0466166666667
GOAC ,- 119-42.94325,-83.0325666666667
LCPAT East Webster Lake,-42.9915666666667,-83.1079833333334
ORS+SQ ,- Webster-42.976783,-83.0606
HNY24,-B4-128-42.9063333333333,-83.035
GOAC ,- 145-42.9638833333333,-83.04375
Share the Road ,- American Saddlebred-42.96895,-83.18555
OCPAT ,- Multi Madness #094-42.865583,-83.139517
GOAC ,- 130-42.9666666666667,-83.0456
LCPAT Elk Lake,-42.99295,-83.1069666666667
GOAC ,- 118-42.9443166666667,-83.0308666666667
Share the Road ,- Fell-42.97135,-83.185733
HNY24,-B4-124-42.8902666666667,-83.0428666666667
GOAC ,- 135-42.9786666666667,-83.05845
OCPAT ,- Multi Madness #093-42.864,-83.141167
Photo Booth at the Imlay City Travel Bug Lodge,-42.9944,-83.124867
LCPAT Elk Lake II,-42.9942833333333,-83.1058833333334
HNY24,-B4-127-42.9000333333333,-83.0340833333333
GOAC ,- 146-42.9603333333333,-83.0366
GOAC ,- 134-42.9788,-83.0562166666667
GOAC ,- 131-42.9699,-83.0447833333333
HNY24,-B4-125-42.8902833333333,-83.0409166666666
OCPAPT ,- Phipps Lake-42.862917,-83.1427
Share the Road ,- Andalusian-42.973767,-83.1858
LCPAT Fish Lake,-42.9956,-83.1046833333333
point George,-42.8668333333333,-83.1587833333333
Rex Nest,-42.861917,-83.141233
GOAC ,- 117-42.9482166666667,-83.0275666666667
HNY24,-B4-126-42.897,-83.0336333333333
GOAC ,- 144-42.9644333333333,-83.0366833333333
OCPAT ,- Multi Madness #092-42.861833,-83.145383
Little Hell,-42.9887333333333,-83.1638166666666
LCPAT Five Lakes,-42.9970333333333,-83.1037166666667
GOAC ,- 116-42.95015,-83.0264666666666
HNY 24 ,- Ice Ice Baby Blue Gator 11-42.988567,-83.068667
HNY24,-B4-129-42.8930333333333,-83.0338166666667
OCPAT ,- Multi Madness #091-42.861383,-83.148133
HNY 24 ,- BWY's Back Road Nightmare 14-42.85885,-83.0981
GOAC ,- 132-42.9755166666667,-83.0452
LCPAT Fox Lake,-42.9982833333333,-83.1025166666667
GOAC ,- 147-42.9645166666667,-83.0338166666667
HNY 24 ,- BWY's Back Road Nightmare 15-42.8579333333333,-83.1018
HNY 24 ,- Ice Ice Baby Blue Gator 7-42.859117,-83.092383
OCPAT ,- Multi Madness #090-42.861067,-83.150583
GOAC ,- 143-42.9695666666667,-83.0368166666667
LCPAT Graham Lake,-42.9996166666667,-83.10155
OCPAT ,- Multi Madness #089-42.860633,-83.153017
HNY24,-B4-130-42.8904166666667,-83.0320833333333
Clocks,-42.85587,-83.10165
HNY 24 ,- BWY's Back Road Nightmare 13-42.8595833333333,-83.0824
GOAC ,- 148-42.9645666666667,-83.0303333333333
GOAC ,- 133-42.9793833333333,-83.0451833333333
GOAC ,- 150-42.9601666666667,-83.02635
LCPAT Grass Lake,-43.0009666666667,-83.1003
GOAC ,- 142-42.9730666666667,-83.0369
OCPAT ,- Multi Madness #088-42.859467,-83.154883
G.S. #13353,-42.890733,-83.0294
HNY 24 ,- BWY's Back Road Nightmare 12-42.8596166666667,-83.0769666666666
GOAC ,- 136-42.9815333333333,-83.04535
LCPAT Grass Lake II,-43.0023333333333,-83.0992
HNY 24 ,- BWY's Back Road Nightmare 16-42.8534,-83.1016
OCPAT ,- Multi Madness #087-42.858183,-83.156633
GOAC ,- 149-42.9647166666667,-83.0266166666667
NoDoZ's Box,-o-Death #4 - Children of the Thorn-42.9431666666667,-83.21875
HNY 24 ,- BWY's Back Road Nightmare 11-42.8598166666667,-83.07175
HNY 24 ,- Ice Ice Baby Blue Gator 12-42.983317,-83.045517
HNY24,-B4-131-42.8891,-83.02765
HNY24,-B4-134-42.8905833333333,-83.0259833333333
GOAC ,- 140-42.9796333333333,-83.03955
LCPAT Guaddey Lake,-43.0036666666667,-83.09825
GOAC ,- 141-42.9782333333333,-83.0375
Red Rose,-42.99935,-83.075967
OCPAT ,- Multi Madness #086-42.8568,-83.158467
HNY 24 ,- BWY's Back Road Nightmare 17-42.8514666666667,-83.1015
HNY 24 ,- BWY's Back Road Nightmare 10-42.8598166666667,-83.0666333333333
GOAC ,- 137-42.9864333333333,-83.0458333333333
LCPAT Hagemeister Lake,-43.00505,-83.0971333333333
HNY24,-SQ-Gates-42.885517,-83.02735
GOAC ,- 001-42.907367,-83.013933
Hidden Agenda,-43.00095,-83.076167
275,000 Miles,-42.973167,-83.205667
ORS ,- Thornville School-42.9406666666667,-83.2237166666666
GOAC ,- 151-42.9651333333333,-83.02185
OCPAT ,- Multi Madness #085-42.8555,-83.160417
HNY 24 ,- BWY's Back Road Nightmare 9-42.8601,-83.0606333333333
LCPAT Hall Lake,-43.0064166666667,-83.096
GT ,- Thornville-42.9446,-83.2239333333333
Big Turtle,-43.000667,-83.071167
Country Road,-43.00815,-83.12615
OCPAT ,- Multi Madness #084-42.85405,-83.162033
LCPAT Hart Lake,-43.0077666666667,-83.0947833333334
GOAC ,- 162-42.9869666666667,-83.0398
HNY 24 ,- BWY's Back Road Nightmare 8-42.8602,-83.0552833333333
HNY24,-B4-132-42.8796,-83.0273666666667
Just An Unknown Gator Guard 04,-42.90785,-83.00845
GOAC ,- 138-42.9920166666667,-83.0463166666667
GOAC ,- 072-42.93705,-83.0052666666667
LCPAT Hemingway Lake,-43.0090833333333,-83.0936833333333
A hungry Troll,-43.004033,-83.07185
Country Road ,- the end-43.0022,-83.0664
OCPAT ,- Multi Madness #083-42.85255,-83.16365
HNY24,-B4-133-42.8777166666667,-83.0272166666666
GOAC ,- 152-42.96525,-83.0150666666667
GOAC ,- 002-42.9077666666667,-83.0062666666666
LCPAT Hemmingway Lake,-43.0104333333333,-83.09255
HNY 24 ,- BWY's Back Road Nightmare 18-42.8445833333333,-83.101
Pushme Pullyou,-43.004267,-83.167233
OCPAT ,- Multi Madness #082-42.851217,-83.165283
GOAC ,- 139-42.99515,-83.0463
HNY 24 ,- BWY's Back Road Nightmare 7-42.86015,-83.0476166666667
Just An Unknown Gator Guard 03,-42.908067,-83.004333
Share the Road 15,-42.917883,-83.232867
car wash,-43.007514,-83.073263
Share the Road 14,-42.914067,-83.2326
Imlay City TB Hotel,-43.0062166666667,-83.0687166666666
LCPAT Hortin Lake,-43.0118333333333,-83.0915666666667
OCPAT ,- Multi Madness #081-42.849683,-83.167117
Fairground Rd. Troll,-43.01,-83.0767
Share the Road 13 (children, too),-42.913967,-83.234767
LCPAT Horton Lake,-43.0132333333333,-83.09045
GOAC ,- 161-42.9873166666667,-83.0288166666667
HNY 24 ,- BWY's Back Road Nightmare 19-42.8408833333333,-83.1010666666667
HNY 24 ,- BWY's Back Road Nightmare 6-42.86005,-83.0411166666667
OCPAT ,- Multi Madness #080-42.848083,-83.169183
LCPAT Kellogg Lake,-43.0145666666667,-83.0893666666666
GOAC ,- 003-42.9081166666667,-82.99905
Super & Cache,-43.007567,-83.062567
GOAC ,- 153-42.9657833333333,-83.0065333333334
GOAC ,- 160-42.9877833333333,-83.0259833333333
HNY 24 ,- BWY's Back Road Nightmare 5-42.8579333333333,-83.04105
OCPAT ,- Multi Madness #079-42.847317,-83.17165
Look for the "Big Yellow Rock" [TB,-Hotel]-42.942733,-83.239083
HNY24 ,- Translucent Gator Guard 13-42.8932,-83.003333
LCPAT Kelse Lake,-43.0161,-83.0881
SQ ,- More than a Spike-42.9014166666667,-82.9989166666667
HNY19,-Scout Law-42.944233,-83.239183
Summer Bell Troll,-43.0190666666667,-83.1067333333334
HNY 24 ,- BWY's Back Road Nightmare 20-42.8376166666667,-83.1009166666666
HNY 24 ,- BWY's Back Road Nightmare 4-42.85575,-83.0409833333333
OCPAT ,- Multi Madness #078-42.8465,-83.17435
I caught something?,-42.9787,-83.221783
LCPAT Koester Lake,-43.0174666666667,-83.0870333333334
GOAC ,- 163-42.9662666666667,-83.0028
Michelangelo,-43.013717,-83.070683
GOAC ,- 159-42.9879166666667,-83.0212333333333
She Made Me,-42.9503,-83.239683
The Scout Law ,- Clean-42.9522166666667,-83.2398166666667
Share the Road 2,-42.932867,-83.244017
Share the road ,- left-42.928967,-83.244233
Share the Road 10,-42.916967,-83.243317
Share the Road 7,-42.92255,-83.244217
HNY 24 ,- Ice Ice Baby Blue Gator 12.5-42.9746,-83.006867
Share the Road Clydesdale,-42.914633,-83.243133
Share the Road 8,-42.920833,-83.244133
Share the Road 6,-42.92735,-83.244567
Share the Road 5,-42.924567,-83.24445
GOAC ,- 006-42.92305,-82.9898333333334
Share the Road 3,-42.9362333333333,-83.2442333333333
OCPAT ,- Multi Madness #077-42.84535,-83.176367
Share the Road 9,-42.9191,-83.24425
The Scout Law ,- Brave-42.9544666666667,-83.24
Share the Road,-42.9389666666667,-83.2443666666667
HNY24,-B4-123-42.89335,-82.9981666666666
Share the Road the beginning,-42.940883,-83.24435
Just An Unknown Gator Guard 01,-42.937867,-82.98915
Share the Road w/Lefty,-42.9070166666667,-83.2428166666667
The Scout Law ,- Thrifty-42.9563333333333,-83.2402833333334
HNY24,-B4-122-42.8913833333333,-82.9980833333333
GOAC ,- 158-42.98835,-83.0170833333333
GOAC ,- 005-42.91215,-82.98935
Three Wise Men,-42.958217,-83.2405
HNY 24 ,- BWY's Back Road Nightmare 3-42.8513,-83.0407666666667
SQ Mt Calvary Cemetery,-43.020467,-83.08615
ORS+SQ ,- Rock Valley-42.89935,-83.241483
OCPAT ,- Multi Madness #076-42.8435,-83.177933
Three Musketeers,-42.96025,-83.2405166666666
GOAC ,- 004-42.9083333333333,-82.9892166666666
GOAC ,- 157-42.9884666666667,-83.0150333333333
HNY24,-B4-121-42.88785,-82.99805
GOAC ,- 074-42.9342833333333,-82.9857
GOAC ,- 075-42.9278666666667,-82.9853666666666
GOAC ,- 073-42.9375,-82.9857666666666
LCPAT Lake Pleasant,-43.0219666666667,-83.0853
Guarding the South Branch,-42.96295,-83.2405166666666
Just An Unknown Gator Guard 05,-42.998867,-83.026867
GOAC ,- 166-42.9814833333333,-83.0068333333333
HNY 24 ,- BWY's Back Road Nightmare 21-42.8317,-83.1007
OCPAT ,- Multi Madness #075-42.841867,-83.179133
The Scout Law ,- Reverent-42.9423,-83.24905
HNY 24 ,- BWY's Back Road Nightmare 2-42.8482666666667,-83.0406
The Scout Law ,- Cheerful-42.9658333333333,-83.2406
GOAC ,- 156-42.9884,-83.0116833333334
LCPAT Littlefield Lake,-43.02355,-83.0857333333334
The Scout Law ,- Obedient-42.9673833333333,-83.2407833333334
"Shaft Sight",-43.024917,-83.089833
GOAC ,- 076-42.9375,-82.9828
Just An Unknown Gator Guard 06,-43.001867,-83.027017
HNY24,-B4-120-42.8817666666667,-82.9976833333333
Tomator Gator Guard 13,-42.87575,-83.002183
OCPAT ,- Multi Madness #074-42.8404,-83.180583
GOAC ,- 077-42.9437333333333,-82.9833166666667
Tomator Gator Guard 12,-42.877517,-83.0006
HNY 24 ,- BWY's Back Road Nightmare 22-42.8296166666667,-83.1002833333334
HNY24,-B4-135-42.8936,-82.99005
GOAC ,- 007-42.9083166666667,-82.9842666666667
HNY 24 ,- BWY's Back Road Nightmare 23-42.8298833333333,-83.0964666666667
HNY 24 ,- BWY's Back Road Nightmare 1-42.845967,-83.040517
GOAC ,- 155-42.9884333333333,-83.009
GOAC ,- 165-42.9671166666667,-82.9919333333334
Bonus Cache, Train Depots of Lapeer County,-43.025133,-83.085733
HNY 24 ,- BWY's Back Road Nightmare 24-42.8299833333333,-83.0917
HNY 24 ,- BWY's Back Road Nightmare 25-42.8302333333333,-83.08925
ヽ༼ຈل͜ຈ༽ﾉ (RYD),-43.026083,-83.088517
Hat Stegosaurus,-43.0231,-83.073567
WherIgo 4 A 5K ,- Lake George PAT East-42.83975,-83.181517
IC GTR Depot 🚆,-43.023617,-83.07475
Back Road Adventures 235,-42.8736333333333,-83.00205
WherIgo 4 A 5K ,- Lake George PAT West-42.83955,-83.182083
Back Road Adventures 234,-42.8791833333333,-82.9974
HNY 24 ,- BWY's Back Road Nightmare 26-42.83025,-83.085
The Scout Law ,- Kind-42.97235,-83.24115
GOAC ,- 154-42.98855,-83.0067666666666
OCPAT ,- Multi Madness #073-42.83895,-83.18255
LCPAT  Damm Lake,-43.02695,-83.086883
little brown jug,-42.830717,-83.079517
HNY24,-B4-150-42.9010333333333,-82.9837833333333
GOAC ,- 008-42.9083833333333,-82.9812666666667
Virtual Reward Always Remember,-43.025633,-83.077583
HNY 24 ,- BWY's Back Road Nightmare 28-42.8458333333333,-83.0356333333334
HNY 24 ,- BWY's Back Road Nightmare 27-42.8309333333333,-83.07605
Ciudad Salmuera,-43.0247166666667,-83.07325
Back Road Adventures 236,-42.8702833333333,-83.00185
LCPAT Long Lake II,-43.0283666666667,-83.0879833333333
GOAC ,- 009-42.9083666666667,-82.9792
Back Road Adventures 231,-42.8771,-82.9946333333334
GOAC ,- 164-42.9676,-82.9868
OCPAT ,- Multi Madness #072-42.837467,-83.184883
HNY 24 ,- Ice Ice Baby Blue Gator 8-42.830733,-83.06985
LCPAT Long Lake III,-43.0297666666667,-83.0891333333334
GOAC ,- 167-42.9817666666667,-82.9959166666667
SQ Squeezed One In,-42.9412666666667,-83.2581166666667
GOAC ,- 078-42.93755,-82.9756333333333
GOAC ,- 079-42.9391833333333,-82.9757166666667
CAD ,- January 18-42.972183,-83.2464
Back Road Adventures 232,-42.8773166666667,-82.9925
GOAC ,- 080-42.9436333333333,-82.9758333333333
LCPAT Loon Lake,-43.0309333333333,-83.09055
OCPAT ,- Multi Madness #071-42.836167,-83.186817
GOAC ,- 081-42.9476166666667,-82.9759166666666
Back Road Adventures 233,-42.8756666666667,-82.99245
NoDoZ's Box,-O-Death #2 - Met A Mora ...-42.941817,-83.25995
LCPAT Margret Lake,-43.0321833333333,-83.0919
GOAC ,- 082-42.9511,-82.9758833333334
HNY24,-B4-149-42.9011666666667,-82.977
G. Rail Stick Man Mystery,-43.0345,-83.107667
LCPAT Mawdesley Lake,-43.0333333333333,-83.0933
OCPAT ,- Multi Madness #070-42.83495,-83.188867
HNY24,-B4-136-42.8938333333333,-82.97875
Rest Stop SOS? No Whey...,-43.005017,-83.219433
Gassy Troll,-43.0297333333333,-83.0704166666667
Eastbound TB Shack,-43.0059333333333,-83.2182666666667
LCPAT McDowell Lake,-43.0345333333333,-83.09465
GOAC ,- 168-42.9822833333333,-82.9898666666667
Back Road Adventures 237,-42.8611166666667,-83.00175
Play Ball!,-43.029,-83.1698
HNY24,-B4-148-42.8998166666667,-82.9748666666667
Back Road Adventures 229,-42.87025,-82.99235
GOAC ,- 083-42.9377166666667,-82.9699
GOAC ,- 010-42.9086,-82.9718333333334
SQ Metamora Cemetery,-42.943267,-83.263967
Whistling Dixie,-43.028933,-83.172167
LCPAT McKeen Lake,-43.0356666666667,-83.0960833333334
OCPAT ,- Multi Madness #069-42.833883,-83.190967
HNY24,-B4-146-42.8938166666667,-82.9761833333334
Walk On,-43.0286,-83.174867
Back Road Adventures 228,-42.8686833333333,-82.9922333333333
HNY 24 ,- SQ - Bruce-42.8233166666667,-83.07555
HNY24,-B4-147-42.8952166666667,-82.975
HNY24,-B4-145-42.8918666666667,-82.97615
LCPAT McNally Lake,-43.0368333333333,-83.0974833333333
Walk This Way,-43.030783,-83.170133
Back Road Adventures 227,-42.87055,-82.9895333333333
GOAC ,- 169-42.9825833333333,-82.9866
Have A Pic,-A-Nic-43.030317,-83.173183
OCPAT ,- Multi Madness #068-42.832617,-83.19295
Back Road Adventures 238,-42.85705,-83.0015166666666
LCPAT Merritt Lake,-43.0381,-83.0989833333334
My Hometown Park,-43.03015,-83.176167
GOAC ,- 087-42.92845,-82.9656833333333
GOAC ,- 088-42.9247333333333,-82.9656333333333
HNY24,-B4-151-42.894,-82.9730333333333
GOAC ,- 170-42.9849166666667,-82.9867166666667
GOAC ,- 086-42.93335,-82.9656333333333
GOAC ,- 090-42.9216,-82.9656166666666
GOAC ,- 089-42.9231166666667,-82.9655
William Williams ,- Founder of Attica-43.0323,-83.17085
GOAC ,- 085-42.9361,-82.9656333333333
GOAC ,- 084-42.9377333333333,-82.96575
SQ ,- North Oxford: Moss Has Taken Over-42.8624725,-83.2399508
Pine Creek Troll,-43.001817,-83.2315
GOAC ,- 091-42.9393166666667,-82.9657666666667
The Lumber Baron,-43.032033,-83.172883
GOAC ,- 189-42.98255,-82.9840166666666
Attica Branch,-43.03155,-83.175017
Back Road Adventures 239,-42.8553333333333,-83.0014333333334
Lapeer Cemeteries Are Whericache,-43.035833,-83.076333
The Scout Law ,- Courteous-42.9718666666667,-83.25775
LCPAT Middle Lake,-43.0392833333333,-83.1004333333333
ORS ,- Blood School-42.913283,-83.268817
GOAC ,- 092-42.94385,-82.9658
Carson's Creative Swamp Cache,-42.81865,-83.149817
OCPAT ,- Multi Madness #067-42.831767,-83.195267
GOAC ,- 013-42.9153666666667,-82.96525
GOAC ,- 093-42.9459333333333,-82.9659
MiSQuoted,-43.03725,-83.0815
GOAC ,- 012-42.9122333333333,-82.9651
GOAC ,- 171-42.9879166666667,-82.9868333333334
1 In 4,-43.00945,-83.2237
GOAC ,- 094-42.9488666666667,-82.96605
"Green" the Wood Troll,-43.01675,-83.212167
HNY24,-B4-144-42.8836166666667,-82.9759666666667
GOAC ,- 096-42.9377333333333,-82.9637166666667
LCPAT Millers Lake,-43.0405,-83.1017166666666
HNY 24 ,- Ice Ice Baby Blue Gator 6-42.8151,-83.11765
GOAC ,- 095-42.9513333333333,-82.966
GOAC ,- 011-42.9088166666667,-82.9650333333334
Fox Brew,-42.8150666666667,-83.1082666666667
GOAC ,- 209-42.9536166666667,-82.9661833333333
HNY 24 ,- Ice Ice Baby Blue Gator 5-42.8154,-83.099567
GOAC ,- 172-42.9897333333333,-82.9869333333334
OCPAT ,- Multi Madness #066-42.830783,-83.19735
Imlay Township Puddingstone,-43.038417,-83.077933
A Perfect Fit,-42.816833,-83.15075
HNY24,-B4-139-42.8808,-82.9756833333334
LCPAT Mirror Lake,-43.0416833333333,-83.10305
GOAC ,- 173-42.9913833333333,-82.98705
The Scout Law ,- Friendly-42.9719333333333,-83.26155
GOAC ,- 174-42.9896833333333,-82.9848333333333
HNY24,-B4-138-42.87855,-82.9757833333334
LCPAT Mitchell Lake,-43.0427833333333,-83.1046166666667
HNY24,-B4-143-42.8822666666667,-82.97325
OCPAT ,- Multi Madness #065-42.830367,-83.199967
GOAC ,- 014-42.9086666666667,-82.9620666666667
GOAC ,- 208-42.9618666666667,-82.9664166666666
Barrel of Monkeys,-43.0397,-83.0766166666667
Tomator Gator Guard 14,-42.858283,-82.991683
Connect Four,-43.0395666666667,-83.0737
LCPAT Mitten Lake,-43.044,-83.10585
HNY24,-B4-137-42.8754833333333,-82.97565
OCPAT ,- Multi Madness #064-42.83015,-83.202633
GOAC ,- 207-42.9653,-82.9662833333334
GOAC ,- 175-42.9897333333333,-82.982
Just An Unknown Gator Guard 07,-42.995433,-82.987167
Pennell Troll,-43.036683,-83.058133
TFF,- Pining for a cache-43.041533,-83.07745
GOAC ,- 206-42.96685,-82.96635
Force Troll,-43.0261,-83.205383
LCPAT Mud Lake,-43.0452333333333,-83.1073833333333
OCPAT ,- Multi Madness #063-42.829933,-83.205417
Back Road Adventures 225,-42.8725833333333,-82.9754333333333
GOAC ,- 188-42.9827666666667,-82.97445
What a Birch!,-43.0416666666667,-83.0736666666667
Historic Caches of St. Clair County Challenge,-42.921367,-82.956017
GOAC ,- 098-42.9273833333333,-82.9557
CMG ,- Lakeville And The WTC-42.813083,-83.1549
GOAC ,- 069-42.92335,-82.9556666666667
GOAC ,- 099-42.9249666666667,-82.95565
GOAC ,- 205-42.9669166666667,-82.9642666666666
LCPAT Mud Lake II,-43.0464833333333,-83.1089166666667
GOAC ,- 097-42.9378666666667,-82.9556833333334
OCPAT ,- Multi Madness #062-42.829683,-83.208283
HNY24,-B4-142-42.88215,-82.9671333333334
Back Road Adventures 226,-42.8696833333333,-82.97525
GOAC ,- 070-42.9143833333333,-82.9552333333334
GOAC ,- 187-42.9827,-82.97215
LCPAT Mud Lake III,-43.0476,-83.11035
